Impfdatum,Doppelt,Booster
2021-08-11,0.46265953654188946,0.0
2021-08-12,0.4653547237076649,0.0
2021-08-13,0.46715151515151515,0.0
2021-08-14,0.46848663101604276,0.0
2021-08-15,0.46911942959001784,0.0
2021-08-16,0.4706078431372549,0.0
2021-08-17,0.4737326203208556,0.0
2021-08-18,0.4758609625668449,0.0
2021-08-19,0.47775579322638145,0.0
2021-08-20,0.47975757575757577,0.0
2021-08-21,0.48053475935828877,0.0
2021-08-22,0.4812923351158645,0.0
2021-08-23,0.48341354723707664,0.0
2021-08-24,0.4852156862745098,0.0
2021-08-25,0.48684848484848486,0.0
2021-08-26,0.48822459893048126,0.0
2021-08-27,0.48953297682709446,0.0
2021-08-28,0.49029590017825314,0.0
2021-08-29,0.49090017825311943,0.0
2021-08-30,0.49210160427807487,0.0
2021-08-31,0.4935668449197861,8.912655971479501e-06
2021-09-01,0.4950285204991087,2.4955436720142604e-05
2021-09-02,0.49653654188948304,3.38680926916221e-05
2021-09-03,0.4979500891265597,0.00011408199643493761
2021-09-04,0.4990106951871658,0.00017112299465240642
2021-09-05,0.49948841354723705,0.00020320855614973263
2021-09-06,0.5005187165775401,0.00029590017825311944
2021-09-07,0.501873440285205,0.00038859180035650626
2021-09-08,0.503427807486631,0.00047950089126559713
2021-09-09,0.5051960784313726,0.0006488413547237077
2021-09-10,0.5067379679144385,0.000748663101604278
2021-09-11,0.5079857397504456,0.0007771836007130125
2021-09-12,0.508777183600713,0.0008128342245989305
2021-09-13,0.5102655971479501,0.0009411764705882353
2021-09-14,0.5117878787878788,0.001160427807486631
2021-09-15,0.5134331550802139,0.0013458110516934047
2021-09-16,0.5148663101604278,0.0016470588235294118
2021-09-17,0.5161229946524064,0.0017450980392156863
2021-09-18,0.5172852049910873,0.0018110516934046346
2021-09-19,0.5182691622103387,0.0018431372549019608
2021-09-20,0.5194385026737968,0.0020303030303030303
2021-09-21,0.5209251336898396,0.0022424242424242424
2021-09-22,0.5225026737967915,0.0024385026737967913
2021-09-23,0.5241319073083779,0.003003565062388592
2021-09-24,0.5255811051693404,0.0031996434937611408
2021-09-25,0.5257629233511586,0.0031996434937611408
2021-09-26,0.5260089126559715,0.0031996434937611408
2021-09-27,0.5262673796791444,0.003461675579322638
2021-09-28,0.527187165775401,0.0036559714795008913
2021-09-29,0.5282994652406418,0.003946524064171123
2021-09-30,0.5291889483065954,0.004262032085561497
2021-10-01,0.5298181818181819,0.004351158645276292
2021-10-02,0.5302192513368984,0.004351158645276292
2021-10-03,0.5305864527629234,0.004374331550802139
2021-10-04,0.5312263814616756,0.004561497326203209
2021-10-05,0.5323921568627451,0.004853832442067736
2021-10-06,0.5335989304812834,0.005153297682709447
2021-10-07,0.5349304812834225,0.005513368983957219
2021-10-08,0.5358181818181819,0.005696969696969697
2021-10-09,0.5362673796791444,0.005709447415329768
2021-10-11,0.5370499108734403,0.006087344028520499
2021-10-12,0.5384313725490196,0.006588235294117647
2021-10-13,0.5399803921568628,0.007085561497326203
2021-10-14,0.5414616755793227,0.007631016042780749
2021-10-15,0.5422745098039216,0.00825668449197861
2021-10-16,0.5427165775401069,0.00838680926916221
2021-10-18,0.5432424242424242,0.008570409982174688
2021-10-19,0.5441105169340463,0.008823529411764706
2021-10-20,0.5448342245989305,0.009240641711229947
2021-10-21,0.5455311942959001,0.009647058823529411
2021-10-22,0.5460819964349376,0.009926916221033867
2021-10-23,0.5463333333333333,0.01
2021-10-24,0.5463333333333333,0.010012477718360072
2021-10-25,0.5466916221033868,0.010201426024955437
2021-10-26,0.5475900178253119,0.010771836007130125
2021-10-27,0.5484705882352942,0.011618538324420677
2021-10-28,0.5493475935828876,0.012556149732620321
2021-10-29,0.5498591800356506,0.013340463458110517
2021-10-30,0.5500909090909091,0.013597147950089126
2021-11-01,0.5506631016042781,0.014327985739750446
2021-11-02,0.5516327985739751,0.016210338680926917
2021-11-03,0.5528110516934046,0.018071301247771836
2021-11-04,0.5538877005347593,0.02033511586452763
2021-11-05,0.554524064171123,0.022488413547237077
2021-11-06,0.554741532976827,0.022978609625668448
2021-11-07,0.5547593582887701,0.023311942959001783
2021-11-08,0.5554705882352942,0.024593582887700534
2021-11-09,0.5561907308377897,0.027340463458110517
2021-11-10,0.5570944741532977,0.030762923351158645
2021-11-11,0.5580766488413548,0.03424777183600713
2021-11-12,0.5586363636363636,0.03738146167557932
2021-11-13,0.5588983957219251,0.03822459893048128
2021-11-14,0.5588983957219251,0.038267379679144384
2021-11-15,0.5592816399286987,0.04019073083778966
2021-11-16,0.56001247771836,0.045454545454545456
2021-11-17,0.5603547237076649,0.04616577540106952
2021-11-18,0.5611194295900178,0.051288770053475936
2021-11-19,0.5616327985739751,0.0561301247771836
2021-11-20,0.5618609625668449,0.057472370766488416
2021-11-21,0.5618698752228164,0.05763458110516934
2021-11-22,0.5623778966131907,0.061655971479500894
2021-11-23,0.5631176470588235,0.06728163992869875
2021-11-24,0.5641657754010695,0.07619607843137255
2021-11-25,0.5651479500891265,0.08468983957219252
2021-11-26,0.5659073083778966,0.09234402852049911
2021-11-27,0.5662495543672015,0.09641176470588235
2021-11-28,0.5662941176470588,0.09803386809269163
2021-11-29,0.566777183600713,0.10316399286987522
2021-11-30,0.5675525846702317,0.11194295900178253
2021-12-01,0.5686470588235294,0.12220499108734403
2021-12-02,0.5696844919786096,0.13189483065953655
2021-12-03,0.5704509803921569,0.14444741532976826
2021-12-04,0.5708627450980392,0.14987700534759357
2021-12-05,0.5708716577540107,0.1501283422459893
2021-12-06,0.5713707664884136,0.1565668449197861
2021-12-07,0.5722067736185383,0.16701604278074866
2021-12-08,0.5728716577540107,0.17832442067736184
2021-12-09,0.573982174688057,0.1900017825311943
2021-12-10,0.5746541889483066,0.19912121212121212
2021-12-11,0.5750392156862745,0.20831550802139037
2021-12-12,0.5750980392156863,0.21010695187165776
2021-12-13,0.575711229946524,0.21788057040998218
2021-12-14,0.5766327985739751,0.22953654188948305
2021-12-15,0.5780106951871657,0.24293226381461674
2021-12-16,0.5793565062388591,0.2548199643493761
2021-12-17,0.5805062388591801,0.2660588235294118
2021-12-18,0.5810766488413547,0.2744420677361854
2021-12-19,0.5812673796791444,0.2756042780748663
2021-12-20,0.5830641711229947,0.2846042780748663
2021-12-21,0.5841871657754011,0.29476292335115867
2021-12-22,0.5856363636363636,0.30325133689839573
2021-12-23,0.5866042780748663,0.30833155080213903
2021-12-24,0.5866131907308378,0.30839215686274507
2021-12-25,0.5866131907308378,0.30841176470588233
2021-12-26,0.5866238859180035,0.3085793226381462
2021-12-27,0.5875882352941176,0.31416399286987523
2021-12-28,0.5883832442067736,0.31860249554367204
2021-12-29,0.5890106951871658,0.3222156862745098
2021-12-30,0.5895383244206773,0.3258645276292335
2021-12-31,0.5895632798573975,0.32619786096256687
2022-01-02,0.5896470588235294,0.3263885918003565
2022-01-03,0.590440285204991,0.3298199643493761
2022-01-04,0.5917219251336898,0.3352513368983957
2022-01-05,0.593427807486631,0.3428021390374332
2022-01-06,0.595156862745098,0.35036185383244206
2022-01-07,0.5967575757575757,0.35745632798573973
2022-01-08,0.597632798573975,0.36122638146167557
2022-01-09,0.597716577540107,0.3616541889483066
2022-01-10,0.5986862745098039,0.366379679144385
2022-01-11,0.5999679144385027,0.3731782531194296
2022-01-12,0.6015811051693405,0.3814634581105169
2022-01-13,0.6028520499108735,0.38867914438502676
2022-01-14,0.6037058823529412,0.39445989304812834
2022-01-15,0.6041336898395722,0.3972352941176471
2022-01-16,0.6041568627450981,0.39750445632798576
2022-01-17,0.6049465240641712,0.40280570409982175
2022-01-18,0.605729055258467,0.4087272727272727
2022-01-19,0.606825311942959,0.41558288770053475
2022-01-20,0.6078467023172905,0.42232798573975044
2022-01-21,0.608729055258467,0.42727272727272725
2022-01-22,0.6096167557932264,0.4305294117647059
2022-01-23,0.6096880570409983,0.4305953654188948
2022-01-24,0.6104527629233512,0.4339126559714795
2022-01-25,0.6111408199643493,0.4384224598930481
2022-01-26,0.6120320855614974,0.44309982174688056
2022-01-27,0.6128413547237077,0.447620320855615
2022-01-28,0.6135882352941177,0.4509661319073084
2022-01-29,0.6147183600713012,0.45280035650623884
2022-01-30,0.6147629233511587,0.4531675579322638
2022-01-31,0.6154331550802139,0.4559500891265597
2022-02-01,0.6161158645276292,0.45924242424242423
2022-02-02,0.6169875222816399,0.4623903743315508
2022-02-03,0.6178663101604278,0.4662673796791444
2022-02-04,0.6186969696969697,0.4690855614973262
2022-02-05,0.6194795008912656,0.4702566844919786
2022-02-06,0.6194973262032085,0.47037254901960784
2022-02-07,0.6199286987522281,0.47219786096256683
2022-02-08,0.620554367201426,0.4749108734402852
2022-02-09,0.6215151515151515,0.4777700534759358
2022-02-10,0.6222317290552585,0.4807005347593583
2022-02-11,0.6228805704099821,0.48261497326203207
2022-02-12,0.6234385026737967,0.4834438502673797
2022-02-13,0.6234795008912656,0.48358110516934044
2022-02-14,0.6238360071301248,0.4846131907308378
2022-02-15,0.6242121212121212,0.4860463458110517
2022-02-16,0.6246702317290552,0.48755080213903745
2022-02-17,0.625078431372549,0.4889126559714795
2022-02-18,0.6255276292335116,0.49005704099821745
2022-02-19,0.6257860962566845,0.4904598930481283
2022-02-20,0.6257967914438503,0.49059180035650624
2022-02-21,0.6260588235294118,0.49114795008912654
2022-02-22,0.6263458110516934,0.49207486631016045
2022-02-23,0.6267629233511587,0.49297682709447416
2022-02-24,0.6272014260249554,0.4940588235294118
2022-02-25,0.6275436720142602,0.49501426024955436
2022-02-26,0.6277985739750446,0.495379679144385
2022-02-27,0.6278128342245989,0.49546345811051695
2022-02-28,0.6281942959001783,0.49633868092691624
2022-03-01,0.6285864527629234,0.49738146167557934
2022-03-02,0.6289821746880571,0.49846880570409985
2022-03-03,0.6294081996434938,0.49971657754010695
2022-03-04,0.629782531194296,0.5005579322638146
2022-03-05,0.6301229946524064,0.5009304812834224
2022-03-07,0.6303279857397505,0.501463458110517
2022-03-08,0.6306417112299465,0.5023707664884135
2022-03-09,0.6309019607843137,0.5033404634581106
2022-03-10,0.631090909090909,0.5040802139037434
2022-03-11,0.6312424242424243,0.5047165775401069
2022-03-12,0.6313475935828877,0.5048270944741533
2022-03-14,0.6314438502673797,0.5051889483065953
2022-03-15,0.6315614973262033,0.5057326203208556
2022-03-16,0.6317540106951872,0.506445632798574
2022-03-17,0.6319090909090909,0.5072156862745099
2022-03-18,0.6320445632798574,0.5076934046345811
2022-03-19,0.6321087344028521,0.5078360071301248
2022-03-20,0.6321087344028521,0.5078520499108734
2022-03-21,0.6321907308377896,0.508192513368984
2022-03-22,0.6323351158645276,0.5087450980392156
2022-03-23,0.6324563279857397,0.5092923351158646
2022-03-24,0.632584670231729,0.509951871657754
2022-03-25,0.6326951871657754,0.510313725490196
2022-03-26,0.6327450980392156,0.510409982174688
2022-03-27,0.6327450980392156,0.5104206773618538
